ActorId,Name,Race,Gender,Faction
hlendrisa seleth,Hlendrisa Seleth,Dark Elf,Female,Telvanni
hlenil neladren,Hlenil Neladren,Dark Elf,Male,Hlaalu
hleras gidran,Hleras Gidran,Dark Elf,Male,
Hlevala Madavel,Hlevala Madalvel,Dark Elf,Female,Hlaalu
hlireni indavel,Hlireni Indavel,Dark Elf,Female,
hlodala savel,Hlodala Savel,Dark Elf,Female,Hlaalu
hloris farano,Hloris Farano,Dark Elf,Male,Temple
ibanammu assutladainab,Ibanammu Assutladainab,Dark Elf,Female,
ibarnadad assirnarari,Ibarnadad Assirnarari,Dark Elf,Male,
ibasour sershurrapal,Ibasour Sershurrapal,Dark Elf,Male,
idronea sadri,Idronea Sadri,Dark Elf,Female,
idros givyn,Idros Givyn,Dark Elf,Male,
idroso vendu,Idroso Vendu,Dark Elf,Female,Telvanni
Idula Moren,Idula Moren,Dark Elf,Female,
ienas nadus,Ienas Nadus,Dark Elf,Male,Redoran
ienas sarandas,Ienas Sarandas,Dark Elf,Male,
ienasa radas,Ienasa Radas,Dark Elf,Female,
ienase relnim,Ienase Relnim,Dark Elf,Female,
ienaso adren,Ienaso Adren,Dark Elf,Female,
ilasour tansumiran,Ilasour Tansumiran,Dark Elf,Male,
ildos rothren,Ildos Rothren,Dark Elf,Male,
ilen faveran,Ilen Faveran,Dark Elf,Male,Temple
ilet tistar,Ilet Tistar,Dark Elf,Male,Temple
ilmeni dren,Ilmeni Dren,Dark Elf,Female,Hlaalu
ilmyna romoren,Ilmyna Romoren,Dark Elf,Female,
ilver aralas,Ilver Aralas,Dark Elf,Male,
indrele rathryon,Indrele Rathryon,Dark Elf,Female,
iner raledran,Iner Raledran,Dark Elf,Male,
inera faryon,Inera Faryon,Dark Elf,Female,
Irarak,Irarak,Dark Elf,Male,
irer nervion,Irer Nervion,Dark Elf,Male,
irna maryon,Irna Maryon,Dark Elf,Female,Telvanni
irvama othrelas,Irvama Othrelas,Dark Elf,Female,
irver fevur,Irver Fevur,Dark Elf,Male,
irvsie othran,Irvsie Othran,Dark Elf,Female,
ivela uvenim,Ivela Uvenim,Dark Elf,Female,
iveri llothri,Iveri Llothri,Dark Elf,Female,
ivramie sarandas,Ivramie Sarandas,Dark Elf,Female,
Ivrosa Verethi,Ivrosa Verethi,Dark Elf,Female,Thieves Guild
kammu,Kammu,Dark Elf,Female,Ashlanders
kanat assalatammis,Kanat Assalatammis,Dark Elf,Male,
kanit niladon,Kanit Niladon,Dark Elf,Male,
kanud odimabesser,Kanud Odimabesser,Dark Elf,Male,
kashtes ilabael,Kashtes Ilabael,Dark Elf,Male,Ashlanders
kausha mantashpi,Kausha Mantashpi,Dark Elf,Female,
kaushad,Kaushad,Dark Elf,Male,Ashlanders
kausi,Kausi,Dark Elf,Male,Ashlanders
kind erushara,Kind Erushara,Dark Elf,Male,
kitbael assurnumanit,Kitbael Assurnumanit,Dark Elf,Male,
kummi-namus almu,Kummi-Namus Almu,Dark Elf,Male,Temple
kummu,Kummu,Dark Elf,Female,Ashlanders
kund assarnibani,Kund Assarnibani,Dark Elf,Male,
kurapli,Kurapli,Dark Elf,Female,Ashlanders
kushishi,Kushishi,Dark Elf,Female,Ashlanders
lanabi,Lanabi,Dark Elf,Female,Ashlanders
Lassour Zenammu,Lassour Zenammu,Dark Elf,Male,Morag Tong
lauravenya,Lauravenya,Dark Elf,Female,Imperial Cult
Llaalam Dredil,Llaalam Dredil,Dark Elf,Male,Imperial Legion
llaalam madalas,Llaalam Madalas,Dark Elf,Male,Telvanni
llaalamu sathren,Llaalamu Sathren,Dark Elf,Female,Temple
llaals ores,Llaals Ores,Dark Elf,Male,
Llaalsa Dralor,Llaalsa Dralor,Dark Elf,Female,
Llanas Drilvi,Llanas Drilvi,Dark Elf,Male,
llandrale varam,Llandrale Varam,Dark Elf,Female,
Llandras Belaal,Llandras Belaal,Dark Elf,Male,
llandreri selothan,Llandreri Selothan,Dark Elf,Female,
llandris thirandus,Llandris Thirandus,Dark Elf,Male,Temple
llanel brenos,Llanel Brenos,Dark Elf,Male,Redoran
llarar Bereloth,Llarar Bereloth,Dark Elf,Male,Telvanni
llarara omayn,Llarara Omayn,Dark Elf,Female,Temple
llarel llenim,Llarel Llenim,Dark Elf,Male,
llaren terano,Llaren Terano,Dark Elf,Male,
Llaro Llethri,Llaro Llethri,Dark Elf,Male,Hlaalu
llaros uvayn,Llaros Uvayn,Dark Elf,Female,Hlaalu
llarusea andrethi,Llarusea Andrethi,Dark Elf,Female,
llathise dralas,Llathise Dralas,Dark Elf,Female,
llathyno hlaalu,Llathyno Hlaalu,Dark Elf,Female,Temple
Llavam Adas,Llavam Adas,Dark Elf,Male,
llavane hlas,Llavane Hlas,Dark Elf,Female,Redoran
llavelea nelvani,Llavelea Nelvani,Dark Elf,Female,
llavesa drom,Llavesa Drom,Dark Elf,Female,Camonna Tong
llaynasa othran,Llaynasa Othran,Dark Elf,Female,Camonna Tong
lledsa vari,Lledsa Vari,Dark Elf,Female,
lledsea relas,Lledsea Relas,Dark Elf,Female,
Llemisa Marys,Llemisa Marys,Dark Elf,Female,Camonna Tong
lleran andoril,Lleran Andoril,Dark Elf,Male,
llerar mandas,Llerar Mandas,Dark Elf,Male,Redoran
llerar vinden,Llerar Vinden,Dark Elf,Male,
lleras andalen,Lleras Andalen,Dark Elf,Male,
lleris rathryon,Lleris Rathryon,Dark Elf,Male,
llero lloran,Llero Lloran,Dark Elf,Male,
llerusa hlaalu,Llerusa Hlaalu,Dark Elf,Female,Hlaalu
llether vari,Llether Vari,Dark Elf,Male,
llevana salaren,Llevana Salaren,Dark Elf,Female,Temple
llevas fels,Llevas Fels,Dark Elf,Male,Camonna Tong
llevel seri,Llevel Seri,Dark Elf,Male,
llevena sendas,Llevena Sendas,Dark Elf,Female,Temple
llirala sendas,Llirala Sendas,Dark Elf,Female,Temple
lliram alvor,Lliram Alvor,Dark Elf,Male,Camonna Tong
lliros tures,Lliros Tures,Dark Elf,Male,Redoran
lliryn fendyn,Lliryn Fendyn,Dark Elf,Male,Hlaalu
Llivas Othravel,Llivas Othravel,Dark Elf,Female,Temple
lloden tenim,Lloden Tenim,Dark Elf,Male,
llonas felder,Llonas Felder,Dark Elf,Male,
Llondresa Reloth,Llondresa Reloth,Dark Elf,Female,
llondryn hlaalo,Llondryn Hlaalo,Dark Elf,Male,
llorayna sethan,Llorayna Sethan,Dark Elf,Female,
lloros sarano,Lloros Sarano,Dark Elf,Male,Redoran
llovyn andus,Llovyn Andus,Dark Elf,Male,
llunela hleran,Llunela Hleran,Dark Elf,Female,Telvanni
mabarrabael,Mabarrabael,Dark Elf,Male,Ashlanders
madaynu aravel,Madaynu Aravel,Dark Elf,Female,
madrale thirith,Madrale Thirith,Dark Elf,Female,Camonna Tong
madran ulvel,Madran Ulvel,Dark Elf,Male,
madres navur,Madres Navur,Dark Elf,Male,
Madsu Dreth,Madsu Dreth,Dark Elf,Male,
madura seran,Madura Seran,Dark Elf,Female,Temple
maela kaushad,Maela Kaushad,Dark Elf,Female,
maeli,Maeli,Dark Elf,Female,Ashlanders
maeonius man-llu,Maeonius Man-llu,Dark Elf,Male,
maeonius yentimilal,Maeonius Yentimilal,Dark Elf,Male,
maesat shinirbael,Maesat Shinirbael,Dark Elf,Male,
mal mibishanit,Mal Mibishanit,Dark Elf,Male,
malay ranarbatus,Malay Ranarbatus,Dark Elf,Male,
mallam ryon,Mallam Ryon,Dark Elf,Male,Telvanni
Mals Faralen,Mals Faralen,Dark Elf,Male,
malsa ules,Malsa Ules,Dark Elf,Female,
malven romori,Malven Romori,Dark Elf,Female,Mages Guild
mamaea,Mamaea,Dark Elf,Female,Ashlanders
mamaea ashun-idantus,Mamaea Ashun-Idantus,Dark Elf,Female,
mamaea ularshanentus,Mamaea Ularshanentus,Dark Elf,Female,
mamusa shashmassamsi,Mamusa Shashmassamsi,Dark Elf,Female,
man-ilu ashananapal,Man-Ilu Ashananapal,Dark Elf,Female,
manabi kummimmidan,Manabi Kummimmidan,Dark Elf,Female,
manara othan,Manara Othan,Dark Elf,Female,Telvanni
manat shimmabadas,Manat Shimmabadas,Dark Elf,Male,
manat varnan-adda,Manat Varnan-Adda,Dark Elf,Male,
mandran indrano,Mandran Indrano,Dark Elf,Male,Redoran
mandur omalen,Mandur Omalen,Dark Elf,Male,
mandyn ralas,Mandyn Ralas,Dark Elf,Male,
Manel Amori,Manel Amori,Dark Elf,Male,
maner uvaren,Maner Uvaren,Dark Elf,Male,
manirai,Manirai,Dark Elf,Female,Ashlanders
manirai mirshamammu,Manirai Mirshamammu,Dark Elf,Female,
Manos Othreleth,Manos Othreleth,Dark Elf,Male,Hlaalu
manos vavyn,Manos Vavyn,Dark Elf,Male,
manse andus,Manse Andus,Dark Elf,Female,
mansilamat vabdas,Mansilamat Vabdas,Dark Elf,Male,Redoran
manu odirnapal,Manu Odirnapal,Dark Elf,Female,
manu zainab,Manu Zainab,Dark Elf,Female,
manwe,Manwe,Dark Elf,Female,
maralie ares,Maralie Ares,Dark Elf,Female,
marasa aren,Marasa Aren,Dark Elf,Female,Camonna Tong
marayn dren,Marayn Dren,Dark Elf,Male,Mages Guild
maren uvaren,Maren Uvaren,Dark Elf,Female,
Marilia Saram,Marilia Saram,Dark Elf,Female,
maros gimayn,Maros Gimayn,Dark Elf,Male,
massarapal,Massarapal,Dark Elf,Male,Ashlanders
massour asserrumusa,Massour Asserrumusa,Dark Elf,Male,
mastrius,Mastrius,Dark Elf,Male,
Mathesa Helvi,Mathesa Helvi,Dark Elf,Female,Camonna Tong
mathis dalobar,Mathis Dalobar,Dark Elf,Male,
mathyn bemis,Mathyn Bemis,Dark Elf,Male,
mausur,Mausur,Dark Elf,Male,Ashlanders
mausur ababael,Mausur Ababael,Dark Elf,Male,Temple
mausur assaplit,Mausur Assaplit,Dark Elf,Male,
mavis nadram,Mavis Nadram,Dark Elf,Male,Redoran
mavon drenim,Mavon Drenim,Dark Elf,Male,Telvanni
mavus ules,Mavus Ules,Dark Elf,Male,Hlaalu
meder nulen,Meder Nulen,Dark Elf,Male,Camonna Tong
medila indaren,Medila Indaren,Dark Elf,Female,Mages Guild
Medresi Ofemalen,Medresi Ofemalen,Dark Elf,Female,
medyn gilnith,Medyn Gilnith,Dark Elf,Male,Telvanni
mehra drora,Mehra Drora,Dark Elf,Female,Temple
mehra milo,Mehra Milo,Dark Elf,Female,Temple
Melar Baram,Melar Baram,Dark Elf,Male,
melsu indalas,Melsu Indalas,Dark Elf,Female,
meluria seleth,Meluria Seleth,Dark Elf,Female,
melvona marvayn,Melvona Marvayn,Dark Elf,Female,Hlaalu
melvuli hlaalu,Melvuli Hlaalu,Dark Elf,Female,
melvure rindu,Melvure Rindu,Dark Elf,Female,Temple
menus felas,Menus Felas,Dark Elf,Male,
meril hlaano,Meril Hlaano,Dark Elf,Male,Hlaalu
mertis falandas,Mertis Falandas,Dark Elf,Male,
mertisi andavel,Mertisi Andavel,Dark Elf,Male,Telvanni
mervis,Mervis,Dark Elf,Male,
mervs uvayn,Mervs Uvayn,Dark Elf,Male,Hlaalu
methal seran,Methal Seran,Dark Elf,Male,Temple
methas hlaalu,Methas Hlaalu,Dark Elf,Male,Morag Tong
methulu ienith,Methulu Ienith,Dark Elf,Female,
mevel fererus,Mevel Fererus,Dark Elf,Male,
meven uvaren,Meven Uvaren,Dark Elf,Male,
mevil molor,Mevil Molor,Dark Elf,Male,
mevrenea aryon,Mevrenea Aryon,Dark Elf,Female,
mevure hlen,Mevure Hlen,Dark Elf,Female,
mi-ilu massitisun,Mi-Ilu Massitisun,Dark Elf,Female,
miara viake,Miara Viake,Dark Elf,Female,Temple
mibdinahaz addunipu,Mibdinahaz Addunipu,Dark Elf,Male,
midar aravel,Midar Aravel,Dark Elf,Male,
midnabi sobdishapal,Midnabi Sobdishapal,Dark Elf,Female,
milar maryon,Milar Maryon,Dark Elf,Male,Telvanni
milara vedran,Milara Vedran,Dark Elf,Female,
mils andrethi,Mils Andrethi,Dark Elf,Male,
miluru andus,Miluru Andus,Dark Elf,Female,
milvonu terandas,Milvonu Terandas,Dark Elf,Female,Redoran
milyn faram,Milyn Faram,Dark Elf,Male,Telvanni
milynea andrethi,Milynea Andrethi,Dark Elf,Female,
mimanu zeba-adad,Mimanu Zeba-Adad,Dark Elf,Female,
minabibi assardarainat,Minabibi Assardarainat,Dark Elf,Female,
minasi bavani,Minasi Bavani,Dark Elf,Female,Camonna Tong
minassour,Minassour,Dark Elf,Male,Ashlanders
mindeli saren,Mindeli Saren,Dark Elf,Female,
miner arobar,Miner Arobar,Dark Elf,Male,Redoran
miner_01,Egg Miner,Dark Elf,Male,
miner_02,Egg Miner,Dark Elf,Male,
miner_03,Egg Miner,Dark Elf,Male,
miner_dead00,Dead Egg Miner,Dark Elf,Male,
miner_dead01,Dead Egg Miner,Dark Elf,Male,
minisun ulirbabi,Minisun Ulirbabi,Dark Elf,Male,
minnibi selkin-adda,Minnibi Selkin-Adda,Dark Elf,Male,Morag Tong
miraso seran,Miraso Seran,Dark Elf,Female,Temple
Mirnelea Terilu,Mirnelea Terilu,Dark Elf,Female,
miron garer,Miron Garer,Dark Elf,Male,
mirvon andrethi,Mirvon Andrethi,Dark Elf,Male,Telvanni
missamsi timmiriran,Missamsi Timmiriran,Dark Elf,Female,
missun akin,Missun Akin,Dark Elf,Male,
missun hainterari,Missun Hainterari,Dark Elf,Male,
mivanu andrelo,Mivanu Andrelo,Dark Elf,Female,Redoran
mivanu retheran,Mivanu Retheran,Dark Elf,Female,Redoran
mivul urvon,Mivul Urvon,Dark Elf,Male,
mondros balur,Mondros Balur,Dark Elf,Male,Redoran
mornsu omalor,Mornsu Omalor,Dark Elf,Female,
moroni uvelas,Moroni Uvelas,Dark Elf,Female,
Morty_dead,Recently slain Knight,Dark Elf,Male,
morusu varen,Morusu Varen,Dark Elf,Female,
movis darys,Movis Darys,Dark Elf,Male,
movisa andas,Movisa Andas,Dark Elf,Female,
mubdan assantinalit,Mubdan Assantinalit,Dark Elf,Male,
mubdan esurnadarpal,Mubdan Esurnadarpal,Dark Elf,Male,
muldroni rendas,Muldroni Rendas,Dark Elf,Female,Telvanni
Mulvisie Othril,Mulvisie Othril,Dark Elf,Female,
munbebi addarari,Munbebi Addarari,Dark Elf,Female,
mundrila ienith,Mundrila Ienith,Dark Elf,Female,
musa yahaz,Musa Yahaz,Dark Elf,Female,
musan zaintashara,Musan Zaintashara,Dark Elf,Male,
mut urshan-adairan,Mut Urshan-Adairan,Dark Elf,Male,
muvis moran,Muvis Moran,Dark Elf,Male,
muvrulea daryon,Muvrulea Daryon,Dark Elf,Female,
nadene rotheran,Nadene Rotheran,Dark Elf,Female,
nads tharen,Nads Tharen,Dark Elf,Male,Thieves Guild
nalami veleth,Nalami Veleth,Dark Elf,Female,
nalasa sarothren,Nalasa Sarothren,Dark Elf,Female,Hlaalu
nalis gals,Nalis Gals,Dark Elf,Male,
nalmen athren,Nalmen Athren,Dark Elf,Male,
nalmila thelas,Nalmila Thelas,Dark Elf,Female,Temple
nalosi alari,Nalosi Alari,Dark Elf,Male,
nals indrano,Nals Indrano,Dark Elf,Male,Temple
nalsie radas,Nalsie Radas,Dark Elf,Female,
nalur indrano,Nalur Indrano,Dark Elf,Male,
nalvilie saren,Nalvilie Saren,Dark Elf,Female,
nalvyna sarinith,Nalvyna Sarinith,Dark Elf,Female,
nammu man-llu,Nammu Man-llu,Dark Elf,Female,
naral othreleth,Naral Othreleth,Dark Elf,Male,Temple
narile sadoro,Narile Sadoro,Dark Elf,Female,
naris selaren,Naris Selaren,Dark Elf,Male,
nartise arobar,Nartise Arobar,Dark Elf,Female,
nathala herendas,Nathala Herendas,Dark Elf,Female,
nathyn ilnith,Nathyn Ilnith,Dark Elf,Male,Redoran
nathyne uvelas,Nathyne Uvelas,Dark Elf,Female,
navam veran,Navam Veran,Dark Elf,Male,
Navil Ienith,Navil Ienith,Dark Elf,Male,
nedeni tenim,Nedeni Tenim,Dark Elf,Female,Temple
Neldris Llervu,Neldris Llervu,Dark Elf,Male,
Nelmil Hler,Nelmil Hler,Dark Elf,Male,
nelmyne andules,Nelmyne Andules,Dark Elf,Female,
nelos onmar,Nelos Onmar,Dark Elf,Male,
neloth,Neloth,Dark Elf,Male,Telvanni
nels llendo,Nels Llendo,Dark Elf,Male,
nelso salenim,Nelso Salenim,Dark Elf,Female,Telvanni
Nelvon Radas,Nelvon Radas,Dark Elf,Male,
nelyn sadri,Nelyn Sadri,Dark Elf,Male,
nerer beneran,Nerer Beneran,Dark Elf,Male,
nervana verelas,Nervana Verelas,Dark Elf,Female,Temple
nethyn valno,Nethyn Valno,Dark Elf,Male,Redoran
nevena ules,Nevena Ules,Dark Elf,Female,Hlaalu
nevil malvayn,Nevil Malvayn,Dark Elf,Male,Temple
nevon verilnith,Nevon Verilnith,Dark Elf,Male,
nevos urns,Nevos Urns,Dark Elf,Male,Camonna Tong
Nevosi Hlan,Nevosi Hlan,Dark Elf,Male,
nevrasa dralor,Nevrasa Dralor,Dark Elf,Female,Temple
nevrila areloth,Nevrila Areloth,Dark Elf,Female,Camonna Tong
nevusa veleth,Nevusa Veleth,Dark Elf,Female,
nibani maesa,Nibani Maesa,Dark Elf,Female,Ashlanders
nidara herandus,Nidara Herandus,Dark Elf,Female,
niden naros,Niden Naros,Dark Elf,Male,
nidryne redas,Nidryne Redas,Dark Elf,Female,
nilas brilyn,Nilas Brilyn,Dark Elf,Male,
nileno dorvayn,Nileno Dorvayn,Dark Elf,Female,Hlaalu
nilera ieneth,Nilera Ieneth,Dark Elf,Female,
nilos talds,Nilos Talds,Dark Elf,Male,Redoran
nilvyn drothan,Nilvyn Drothan,Dark Elf,Female,Temple
nina,Nina,Dark Elf,Female,Telvanni
nind dudnebisun,Nind Dudnebisun,Dark Elf,Male,
ninimilk addinibi,Ninimilk Addinibi,Dark Elf,Male,
ninirrasour,Ninirrasour,Dark Elf,Male,Ashlanders
nirai ashishpalirdan,Nirai Ashishpalirdan,Dark Elf,Female,
nirait shin-ilu,Nirait Shin-Ilu,Dark Elf,Male,
niras farys,Niras Farys,Dark Elf,Male,Temple
nirasa aren,Nirasa Aren,Dark Elf,Female,
nireli farys,Nireli Farys,Dark Elf,Female,
nivel madryon,Nivel Madryon,Dark Elf,Male,
nivos drivam,Nivos Drivam,Dark Elf,Male,
noldrasi bedas,Noldrasi Bedas,Dark Elf,Female,
norus marvel,Norus Marvel,Dark Elf,Male,Redoran
nothasea beni,Nothasea Beni,Dark Elf,Female,
novor drethan,Novor Drethan,Dark Elf,Male,
novor gorvas,Novor Gorvas,Dark Elf,Male,
novrynea falen,Novrynea Falen,Dark Elf,Female,
nuleno tedas,Nuleno Tedas,Dark Elf,Female,Redoran
nummu,Nummu,Dark Elf,Female,Ashlanders
nummu assudiraplit,Nummu Assudiraplit,Dark Elf,Female,
nund assurnipilu,Nund Assurnipilu,Dark Elf,Male,
nurisea selarys,Nurisea Selarys,Dark Elf,Female,
odairan addaribantes,Odairan Addaribantes,Dark Elf,Male,
odairan ashummi-ammus,Odairan Ashummi-Ammus,Dark Elf,Male,
odaishah yasalmibaal,Odaishah Yasalmibaal,Dark Elf,Male,
odral helvi,Odral Helvi,Dark Elf,Male,Hlaalu
odron omoran,Odron Omoran,Dark Elf,Male,Temple
ohibaal assintashiran,Ohibaal Assintashiran,Dark Elf,Male,
oisig,Oisig,Dark Elf,Male,
omesu hlarys,Omesu Hlarys,Dark Elf,Female,Hlaalu
ondar sarendas,Ondar Sarendas,Dark Elf,Male,
ondres nerano,Ondres Nerano,Dark Elf,Male,Hlaalu
ordinator stationary,Ordinator,Dark Elf,Male,Temple
ordinator wander,Ordinator,Dark Elf,Male,Temple
ordinator wander_hp,Ordinator,Dark Elf,Male,Temple
ordinator wander_ilpe_1,Ordinator,Dark Elf,Male,
ordinator wander_ilpe_2,Ordinator,Dark Elf,Male,
ordinator_bal_ur,Ordinator Guard,Dark Elf,Male,Temple
ordinator_high fane,Ordinator,Dark Elf,Male,Temple
ordinator_wander_hvault,Ordinator,Dark Elf,Male,Temple
ordinator_wander_tvault,Ordinator,Dark Elf,Male,Temple
orero omothan,Orero Omothan,Dark Elf,Female,Redoran
orns omaren,Orns Omaren,Dark Elf,Male,
Orval Llaren,Orval Llaren,Dark Elf,Male,
Orvas Dren Druglord,Orvas Dren,Dark Elf,Male,Camonna Tong
orvona vadryon,Orvona Vadryon,Dark Elf,Female,
patababi,Patababi,Dark Elf,Male,Ashlanders
patus assumanallit,Patus Assumanallit,Dark Elf,Male,
pilu shilansour,Pilu Shilansour,Dark Elf,Female,
pilun ashapaladdon,Pilun Ashapaladdon,Dark Elf,Male,
player,player,Dark Elf,Male,
punibi yahaz,Punibi Yahaz,Dark Elf,Male,
quarra vampire 1,Vampire,Dark Elf,Male,
quarra vampire 4,Vampire,Dark Elf,Male,
radene hlaalu,Radene Hlaalu,Dark Elf,Female,Temple
raishi erarbadon,Raishi Erarbadon,Dark Elf,Female,
ralam vilas,Ralam Vilas,Dark Elf,Male,
raldenu ieneth,Raldenu Ieneth,Dark Elf,Female,Redoran
ralds oril,Ralds Oril,Dark Elf,Male,
ralen hlaalo,Ralen Hlaalo,Dark Elf,Male,Hlaalu
ralen tilvur,Ralen Tilvur,Dark Elf,Male,Hlaalu
ralmyn othren,Ralmyn Othren,Dark Elf,Male,
Ralos Othrenim,Ralos Othrenim,Dark Elf,Male,
ralyn farothran,Ralyn Farothran,Dark Elf,Male,
ralyn othravel,Ralyn Othravel,Dark Elf,Male,Temple
ranabi,Ranabi,Dark Elf,Male,Ashlanders
Ranes Ienith,Ranes Ienith,Dark Elf,Male,
ranis athrys,Ranis Athrys,Dark Elf,Female,Mages Guild
ranor dralas,Ranor Dralas,Dark Elf,Male,Hlaalu
ranosa gilvayn,Ranosa Gilvayn,Dark Elf,Female,
Rararyn Radarys,Rararyn Radarys,Dark Elf,Male,
raril giral,Raril Giral,Dark Elf,Male,
rarusu berethi,Rarusu Berethi,Dark Elf,Female,
rarvela teran,Rarvela Teran,Dark Elf,Female,Camonna Tong
raryn daren,Raryn Daren,Dark Elf,Male,
rasamsi esunarnat,Rasamsi Esurarnat,Dark Elf,Female,
rathal barus,Rathal Barus,Dark Elf,Male,
rathyne thirano,Rathyne Thirano,Dark Elf,Female,
raven omayn,Raven Omayn,Dark Elf,Female,Telvanni
raviso andalas,Raviso Andalas,Dark Elf,Male,
ravos relarys,Ravos Relarys,Dark Elf,Male,
ravoso aryon,Ravoso Aryon,Dark Elf,Female,Hlaalu
rawia ashirbibi,Rawia Ashirbibi,Dark Elf,Female,
rayna drolan,Rayna Drolan,Dark Elf,Female,
raynasa rethan,Raynasa Rethan,Dark Elf,Female,
raynila aryon,Raynila Aryon,Dark Elf,Female,
raynilie andromo,Raynilie Andromo,Dark Elf,Male,
redoran guard female,Redoran Guard,Dark Elf,Female,Redoran
redoran guard male,Redoran Guard,Dark Elf,Male,Redoran
redoran guard sarethi1,Redoran Guard,Dark Elf,Male,Redoran
redoran guard sarethi2,Redoran Guard,Dark Elf,Male,Redoran
redoran guard sarethi3,Redoran Guard,Dark Elf,Male,Redoran
redoran guard sarethi4,Redoran Guard,Dark Elf,Female,Redoran
redoran guard shooter,Sharpshooter Redoran Guard,Dark Elf,Male,Redoran
redoran guard_Andasreth,Redoran Guard,Dark Elf,Male,Redoran
Relam Arinith,Relam Arinith,Dark Elf,Male,Camonna Tong
relamu ulom,Relamu Ulom,Dark Elf,Female,Redoran
relas arothan,Relas Arothan,Dark Elf,Male,
Relen Hlaalu,Relen Hlaalu,Dark Elf,Male,Hlaalu
relms gilvilo,Relms Gilvilo,Dark Elf,Male,Redoran
relosa tharyon,Relosa Tharyon,Dark Elf,Female,
rels tenim,Rels Tenim,Dark Elf,Male,
Relur Faryon,Relur Faryon,Dark Elf,Male,
relvese velni,Relvese Velni,Dark Elf,Female,
relyn sarano,Relyn Sarano,Dark Elf,Male,Hlaalu
remas morvayn,Remas Morvayn,Dark Elf,Male,
remasa othril,Remasa Othril,Dark Elf,Female,Hlaalu
Rerilie Llandu,Rerilie Llandu,Dark Elf,Female,
Rernel Arano,Rernel Arano,Dark Elf,Male,
reron rinith,Reron Rinith,Dark Elf,Male,Telvanni
rervam farethi,Rervam Farethi,Dark Elf,Male,
rerynea salas,Rerynea Salas,Dark Elf,Female,
reynel uvirith,Reynel Uvirith,Dark Elf,Female,Telvanni
reynis ralvani,Reynis Ralvani,Dark Elf,Male,
ridena othren,Ridena Othren,Dark Elf,Female,
Rilas Arethan,Rilas Arethan,Dark Elf,Male,
rilasi ralvayn,Rilasi Ralvayn,Dark Elf,Female,
rilos delms,Rilos Delms,Dark Elf,Male,
rilvase avani,Rilvase Avani,Dark Elf,Female,Temple
Rilver Andothan,Rilver Andothan,Dark Elf,Male,
rindral dralor,Rindral Dralor,Dark Elf,Male,
Rinori Ienith,Rinori Ienith,Dark Elf,Female,
riraynea reladren,Riraynea Reladren,Dark Elf,Female,
rirnas athren,Rirnas Athren,Dark Elf,Male,Temple
rirns uveran,Rirns Uveran,Dark Elf,Male,
rivame samandas,Rivame Samandas,Dark Elf,Male,
rolasa oren,Rolasa Oren,Dark Elf,Female,
rolis garvon,Rolis Garvon,Dark Elf,Male,
rols ienith,Rols Ienith,Dark Elf,Male,
rothis nethan,Rothis Nethan,Dark Elf,Male,
rovone arvel,Rovone Arvel,Dark Elf,Male,Hlaalu
runethyne andas,Runethyne Andas,Dark Elf,Female,
ruthrisu andoril,Ruthrisu Andoril,Dark Elf,Female,Redoran
ruvene ulven,Ruvene Ulven,Dark Elf,Female,
sadal doren,Sadal Doren,Dark Elf,Female,
sadela areth,Sadela Areth,Dark Elf,Female,Telvanni
sadryn volos,Sadryn Volos,Dark Elf,Male,
sakin sanammasour,Sakin Sanammasour,Dark Elf,Male,Ashlanders
sakiran,Sakiran,Dark Elf,Female,Ashlanders
sakulerib,Sakulerib,Dark Elf,Male,Ashlanders
sal pudashara,Sal Pudashara,Dark Elf,Male,
salam andrethi,Salama Andrethi,Dark Elf,Female,Telvanni
salattanat,Salattanat,Dark Elf,Male,Ashlanders
salay yessur-disadon,Salay Yessur-Disadon,Dark Elf,Male,
salen ravel,Salen Ravel,Dark Elf,Male,Temple
salmat elarrapal,Salmat Elarrapal,Dark Elf,Male,
salmus kaushmamanu,Salmus Kaushmamanu,Dark Elf,Male,
salora salobar,Salora Salobar,Dark Elf,Female,Telvanni
salvas areleth,Salvas Areleth,Dark Elf,Male,Temple
salver lleran,Salver Lleran,Dark Elf,Male,Telvanni
salyn sarethi,Salyn Sarethi,Dark Elf,Male,Temple
Salyni Nelvayn,Salyni Nelvayn,Dark Elf,Female,Morag Tong
samsi ulannanit,Samsi Ulannanit,Dark Elf,Female,
sannit kil,Sannit Kil,Dark Elf,Male,
santinti assarbeberib,Santinti Assarbeberib,Dark Elf,Female,
sanvyn llethri,Sanvyn Llethri,Dark Elf,Male,Redoran
saras orelu,Saras Orelu,Dark Elf,Male,
sarayn sadus,Sarayn Sadus,Dark Elf,Male,
sargon santumatus,Sargon Santumatus,Dark Elf,Male,
saruse hloran,Saruse Hloran,Dark Elf,Female,Redoran
sarvil sadus,Sarvil Sadus,Dark Elf,Male,
sarvur sadri,Sarvur Sadri,Dark Elf,Male,
saryn sarothril,Saryn Sarothril,Dark Elf,Male,Redoran
sathas rivul,Sathas Rivul,Dark Elf,Male,
Sathasa Nerothren,Sathasa Nerothren,Dark Elf,Female,Thieves Guild
satheri rothandus,Satheri Rothandus,Dark Elf,Female,
Satyana,Satyana,Dark Elf,Female,
savesea mothryon,Savesea Mothryon,Dark Elf,Female,Telvanni
