Done,Conflict,Source,InfoId,Race,Gender,SpeakerId,FactionId,FactionRank,DialogueText
FALSE,FALSE,Patch for Purists,_16095258113072923543,Dark Elf,Female,artisa arelas,,,"The Empire of Tamriel encompasses the nine Imperial provinces: Skyrim, High Rock, Hammerfell, Summerset Isle, Valenwood, Elsweyr, Black Marsh, Morrowind, and the ancient Imperial province itself, Cyrodiil. Dating from the First Era Cyrodiilic Empire, the Empire is almost 4000 years old. But more properly, the current Empire dates from the beginning of the Third Era and the crowning of Tiber Septim as Emperor of Morrowind over 400 years ago. The current emperor is Uriel Septim, 24th of the Septim line."
FALSE,FALSE,Patch for Purists,_7006189001994821187,Dark Elf,Female,,,,"The Empire of Tamriel encompasses the nine Imperial provinces: Skyrim, High Rock, Hammerfell, Summerset Isle, Valenwood, Elsweyr, Black Marsh, Morrowind, and the ancient Imperial province itself, Cyrodiil. Dating from the First Era Cyrodiilic Empire, the Empire is almost 4000 years old. But more properly, the current Empire dates from the beginning of the Third Era and the crowning of Tiber Septim as Emperor of Morrowind over 400 years ago. The current emperor is Uriel Septim, 24th of the Septim line."
FALSE,FALSE,Patch for Purists,_7006189001994821187,Breton,Male,,,,"The Empire of Tamriel encompasses the nine Imperial provinces: Skyrim, High Rock, Hammerfell, Summerset Isle, Valenwood, Elsweyr, Black Marsh, Morrowind, and the ancient Imperial province itself, Cyrodiil. Dating from the First Era Cyrodiilic Empire, the Empire is almost 4000 years old. But more properly, the current Empire dates from the beginning of the Third Era and the crowning of Tiber Septim as Emperor of Morrowind over 400 years ago. The current emperor is Uriel Septim, 24th of the Septim line."
FALSE,FALSE,Patch for Purists,_7006189001994821187,Nord,Male,,,,"The Empire of Tamriel encompasses the nine Imperial provinces: Skyrim, High Rock, Hammerfell, Summerset Isle, Valenwood, Elsweyr, Black Marsh, Morrowind, and the ancient Imperial province itself, Cyrodiil. Dating from the First Era Cyrodiilic Empire, the Empire is almost 4000 years old. But more properly, the current Empire dates from the beginning of the Third Era and the crowning of Tiber Septim as Emperor of Morrowind over 400 years ago. The current emperor is Uriel Septim, 24th of the Septim line."
FALSE,FALSE,Patch for Purists,_7006189001994821187,Dark Elf,Male,,,,"The Empire of Tamriel encompasses the nine Imperial provinces: Skyrim, High Rock, Hammerfell, Summerset Isle, Valenwood, Elsweyr, Black Marsh, Morrowind, and the ancient Imperial province itself, Cyrodiil. Dating from the First Era Cyrodiilic Empire, the Empire is almost 4000 years old. But more properly, the current Empire dates from the beginning of the Third Era and the crowning of Tiber Septim as Emperor of Morrowind over 400 years ago. The current emperor is Uriel Septim, 24th of the Septim line."
FALSE,FALSE,Patch for Purists,_7006189001994821187,Argonian,Male,,,,"The Empire of Tamriel encompasses the nine Imperial provinces: Skyrim, High Rock, Hammerfell, Summerset Isle, Valenwood, Elsweyr, Black Marsh, Morrowind, and the ancient Imperial province itself, Cyrodiil. Dating from the First Era Cyrodiilic Empire, the Empire is almost 4000 years old. But more properly, the current Empire dates from the beginning of the Third Era and the crowning of Tiber Septim as Emperor of Morrowind over 400 years ago. The current emperor is Uriel Septim, 24th of the Septim line."
FALSE,FALSE,Patch for Purists,_42482119487863166,Khajiit,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Nord,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Wood Elf,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Dark Elf,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Imperial,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Redguard,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Orc,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,High Elf,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Breton,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Dark Elf,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,High Elf,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Redguard,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Nord,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Imperial,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Breton,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Wood Elf,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Argonian,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_42482119487863166,Khajiit,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Khajiit,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Nord,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Wood Elf,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Dark Elf,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Imperial,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Redguard,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Orc,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,High Elf,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Breton,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Dark Elf,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,High Elf,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Redguard,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Nord,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Imperial,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Breton,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Wood Elf,Female,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Argonian,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_710422438173878002,Khajiit,Male,,,,"If the bad people you are looking for are Camonna Tong, and they're in Balmora, you'll find them at the Council Club cornerclub. That's the local Camonna Tong hangout. The Scout would be Vadusa Sathryon. Marasa Aren would be the Pawnbroker. The Thief would be Madrale Thirith. Sovor Trandel is the Savant. Thanelen Velas would be the Smith."
FALSE,FALSE,Patch for Purists,_301437028296278541,Dark Elf,Male,adaves therayn,,,"The underworks are the canton sewers. Go out and look over the side. You can see the outflow drains underwater. Very nice place. Yes, indeed."
FALSE,FALSE,Patch for Purists,_244882320109814575,Dark Elf,Female,Torasa Aram,,,What? How is it that you have this? This was part of the museum's collection! GUARDS!
FALSE,FALSE,Patch for Purists,_2231822277112262123,Dark Elf,Female,Torasa Aram,,,"Thank you. This will take a prominent place in our collection, as I'm sure it will be very popular for our visitors."
FALSE,FALSE,Patch for Purists,_492121693103813757,Dark Elf,Female,Torasa Aram,,,"Thank you. This will take a prominent place in our collection, as I'm sure it will be very popular for our visitors."
FALSE,FALSE,Patch for Purists,_387671902114612479,Dark Elf,Female,Torasa Aram,,,"Well, please do take care of it, then. I'd hate to see something happen to such a valuable weapon."
FALSE,FALSE,Patch for Purists,_9450231651037932278,Dark Elf,Female,Torasa Aram,,,"Well, well. The Paladin's Blade. A wonderful find, to be sure. Do you wish to part with it? I can offer you 30000 gold for it."
FALSE,FALSE,Patch for Purists,_47522309084448926,Dark Elf,Female,Torasa Aram,,,"Well, well. The Paladin's Blade. A wonderful find, to be sure. Do you wish to part with it? I can offer you 30000 gold for it."
FALSE,FALSE,Patch for Purists,_241075643250415316,Imperial,Male,general darius,,,"So you found a secret altar to Tiber Septim? It troubles me that the Talos Cult has been hiding its practices from me, but the worship of Tiber Septim is accepted throughout the Empire. I need proof of a conspiracy against the Emperor, %PCName, not just the existence of a shrine."
TRUE,FALSE,Patch for Purists,_15011857252537036,Imperial,Male,general darius,,,So you spoke to Oritius Maro. Did you find any evidence of a conspiracy? I'd try and get him to tell you the names of other Talos Cult members and then talk to them as well.
FALSE,FALSE,Patch for Purists,_4789216531527029884,Dark Elf,Female,,,,"We Zainab make everything we need. We do not need things from outsiders. But... our men get common diseases and blight diseases when they go out hunting or tending the herds. They are sometimes gone for long times, and cannot return all the way back to camp to be cured by the wise women. The settled people make the bottled magics that cure common disease and blight disease, but the Zainab are often in short supply of these things. Such bottled magics might be the trade goods we would want."
FALSE,FALSE,Patch for Purists,_27520125751090128549,Khajiit,Male,,,,"You have the key. Will you free me, %PCName?"
FALSE,FALSE,Patch for Purists,_27520125751090128549,Dark Elf,Male,,,,"You have the key. Will you free me, %PCName?"
FALSE,FALSE,Patch for Purists,_910791962533326848,Dark Elf,Male,,,,"You have the key. Will you free me, %PCName?"
FALSE,FALSE,Patch for Purists,_16264196901221710107,Dark Elf,Male,,,,"Trade goods we have in plenty. What, does the outlander think we are savages? Because we do not have the things the settled people have? Big buildings? Heavy furniture? We have no use for this trash. And do we need to dress ourselves in foolish clothes and stand about with fancy weapons to feel like men? Hah. But of course you do not know the Ashlanders. It is not your fault, outlander."
FALSE,FALSE,Patch for Purists,_56822687351231947,Dark Elf,Male,ashur-dan,,,"I think we Zainab need little that we cannot provide. We have always lived our own ways, and lived well. There are many fine things that might be had from the settled people. But what use have the Zainab for these things? I am a trader, and would be glad to make a profit. But I can think of nothing wanted that we do not already have. But I do not know everything. Go speak with the men and women of the tribe. Ask them. Perhaps they will have ideas."
FALSE,FALSE,Patch for Purists,_728280721362531967,Dark Elf,Male,ashur-dan,,,"I think we Zainab need little that we cannot provide. We have always lived our own ways, and lived well. There are many fine things that might be had from the settled people. But what use have the Zainab for these things? I am a trader, and would be glad to make a profit. But I can think of nothing wanted that we do not already have."
FALSE,FALSE,Patch for Purists,_15866309532730625261,Dark Elf,Male,angaredhel,,,"Thank you. And here are your papers. They permit you to travel in town and speak to and conduct business with citizens, tradesmen, and publicans anywhere in Sadrith Mora. Of course, we hope you will stay with us here at the Gateway Inn. Travelers of all races, factions, and professions are welcomed and made comfortable here."
FALSE,FALSE,Patch for Purists,_693920689290419680,Dark Elf,Male,angaredhel,,,"I've told you. You must have these papers. Will you not purchase these Hospitality Papers, and comply with our laws?"
FALSE,FALSE,Patch for Purists,_1939027571026016986,Imperial,Male,general darius,,,"She was sent to Arvs-Drelen, but no word has been heard since, and I suspect foul play. Find her and bring her back. Careful with old Baladas, though. I don't trust him."
FALSE,FALSE,Patch for Purists,_1714292802532715578,Imperial,Male,caius cosades,,,"Before you go to Urshilaku camp, see Somutis Vunnis and Crulius Pontanian at Fort Moonmoth. I've asked them to put aside some potions and scrolls for you. Courtesy of the Emperor. In particular, you'll want the cure potions; I hear the blight is very bad up north. And use the Divine Intervention scroll if you find you're in over your head. It will get you safe to an Imperial cult shrine, where you can heal, refit, and try again."
FALSE,FALSE,Patch for Purists,_10848178571187819147,Breton,Female,,,,"You have the key. Will you free me, %PCName?"
FALSE,FALSE,Patch for Purists,_10848178571187819147,Dark Elf,Male,,,,"You have the key. Will you free me, %PCName?"
FALSE,FALSE,Patch for Purists,_3082281742382790,Orc,Female,ragash gra-shuzgub,,,Thank you. Thank you so much. I need to get out of Arvs-Drelen. I'll follow you.
FALSE,FALSE,Patch for Purists,_177111201573998935,Dark Elf,Female,aryni orethi,,,I must admit I'm interested in your offer. But not quite interested enough to accept.
FALSE,FALSE,Patch for Purists,_412426196117182820,Dark Elf,Female,Marena Gilnith,,,"HIM? You must be kidding. Of course I know who he is. I've heard the stories... You'd really better be right about this, %PCName."
FALSE,FALSE,Patch for Purists,_16854138231273522446,Dark Elf,Male,Fons Beren,,,"The one and only! Let me guess: you've heard stories about me from the local women. I tell you, they can't get enough of me. Falling all over themselves, they are."
FALSE,FALSE,Patch for Purists,_2545215469614928165,Redguard,Male,therdon,,,"What's that? Bols Indalen at Craftmen's Hall is looking for a new apprentice? Hmm.... Well, it's not making pillows, but it is work. I just might try that out. Thanks, %PCRace. Next time you see me, perhaps I'll be working in the smith's shop. Have a drink on me!"
FALSE,FALSE,Patch for Purists,_11446266333137416728,Redguard,Male,therdon,,,"It didn't take long for the money guys in the exquisites upstairs to burn through all our pillow venture capital. Offices in the best Telvanni towers, 1500-septim chairs upholstered in the finest scamp skin, and unlimited stores of mazte. We would spend 16 hours a day or more in there, doing what we loved -- crafting pillows. It was a dream come true for me. Ever since I was young, I dreamed of creating the perfect pillow. Well, those days are over now. I need to find work."
FALSE,FALSE,Patch for Purists,_7482321031836119569,Dark Elf,Male,King Hlaalu Helseth,,,"Drin is Almalexia's Lord Archcanon. I distrust him, but he is directly under the goddess' protection."
TRUE,FALSE,Patch for Purists,_302731523082523074,Imperial,Male,Falco Galenus,,,"Something has happened in the mine. The men have unearthed a burial cavern, but it's unlike any we've seen before. There's some sort of ice in there that they can't break through. I want you to find out what it is. There are some Nords that live just south of where the Harstrad and Isild rivers meet. Go talk to the one named Graring, and see if he can tell you anything."
TRUE,FALSE,Patch for Purists,_20900164932097518628,Imperial,Male,Falco Galenus,,,Go see what Carnius has to say about Uryn Maren.
FALSE,FALSE,Patch for Purists,_3545142002481222265,Imperial,Male,Carnius Magius,East Empire Company,0,"Hrmph. Took long enough. Well, this is what happens when there's more work than I can do myself. Things don't get done right, or on time, or with any degree of finesse.... sometimes I wonder why I try, Underling. Well, at least the supplies will get through now. Good work, I suppose. Here, take this, and then let's discuss your next assignment."
FALSE,FALSE,Patch for Purists,_3545142002481222265,Imperial,Male,Carnius Magius,East Empire Company,1,"Hrmph. Took long enough. Well, this is what happens when there's more work than I can do myself. Things don't get done right, or on time, or with any degree of finesse.... sometimes I wonder why I try, Clerk. Well, at least the supplies will get through now. Good work, I suppose. Here, take this, and then let's discuss your next assignment."
FALSE,FALSE,Patch for Purists,_3545142002481222265,Imperial,Male,Carnius Magius,East Empire Company,2,"Hrmph. Took long enough. Well, this is what happens when there's more work than I can do myself. Things don't get done right, or on time, or with any degree of finesse.... sometimes I wonder why I try, Steward. Well, at least the supplies will get through now. Good work, I suppose. Here, take this, and then let's discuss your next assignment."
FALSE,FALSE,Patch for Purists,_3545142002481222265,Imperial,Male,Carnius Magius,East Empire Company,3,"Hrmph. Took long enough. Well, this is what happens when there's more work than I can do myself. Things don't get done right, or on time, or with any degree of finesse.... sometimes I wonder why I try, Fixer. Well, at least the supplies will get through now. Good work, I suppose. Here, take this, and then let's discuss your next assignment."
FALSE,FALSE,Patch for Purists,_3545142002481222265,Imperial,Male,Carnius Magius,East Empire Company,4,"Hrmph. Took long enough. Well, this is what happens when there's more work than I can do myself. Things don't get done right, or on time, or with any degree of finesse.... sometimes I wonder why I try, Agent. Well, at least the supplies will get through now. Good work, I suppose. Here, take this, and then let's discuss your next assignment."
FALSE,FALSE,Patch for Purists,_3545142002481222265,Imperial,Male,Carnius Magius,East Empire Company,5,"Hrmph. Took long enough. Well, this is what happens when there's more work than I can do myself. Things don't get done right, or on time, or with any degree of finesse.... sometimes I wonder why I try, Negotiator. Well, at least the supplies will get through now. Good work, I suppose. Here, take this, and then let's discuss your next assignment."
FALSE,FALSE,Patch for Purists,_3545142002481222265,Imperial,Male,Carnius Magius,East Empire Company,6,"Hrmph. Took long enough. Well, this is what happens when there's more work than I can do myself. Things don't get done right, or on time, or with any degree of finesse.... sometimes I wonder why I try, Officer. Well, at least the supplies will get through now. Good work, I suppose. Here, take this, and then let's discuss your next assignment."
FALSE,FALSE,Patch for Purists,_3545142002481222265,Imperial,Male,Carnius Magius,East Empire Company,7,"Hrmph. Took long enough. Well, this is what happens when there's more work than I can do myself. Things don't get done right, or on time, or with any degree of finesse.... sometimes I wonder why I try, Deputy. Well, at least the supplies will get through now. Good work, I suppose. Here, take this, and then let's discuss your next assignment."
FALSE,FALSE,Patch for Purists,_3545142002481222265,Imperial,Male,Carnius Magius,East Empire Company,8,"Hrmph. Took long enough. Well, this is what happens when there's more work than I can do myself. Things don't get done right, or on time, or with any degree of finesse.... sometimes I wonder why I try, Factor. Well, at least the supplies will get through now. Good work, I suppose. Here, take this, and then let's discuss your next assignment."
FALSE,FALSE,Patch for Purists,_31613220112233318067,Imperial,Male,Carnius Magius,East Empire Company,0,"Actually, you can make yourself useful, Underling. It's a menial task, but it needs to be done. I've spent a great deal of money ensuring that supplies are delivered from the mainland, and I'd like you to go make sure everything is in order. The supply ship arrived this morning according to my schedule. Get me a copy of the shipping manifest from Falco, will you? On your way, then."
FALSE,FALSE,Patch for Purists,_31613220112233318067,Imperial,Male,Carnius Magius,East Empire Company,1,"Actually, you can make yourself useful, Clerk. It's a menial task, but it needs to be done. I've spent a great deal of money ensuring that supplies are delivered from the mainland, and I'd like you to go make sure everything is in order. The supply ship arrived this morning according to my schedule. Get me a copy of the shipping manifest from Falco, will you? On your way, then."
FALSE,FALSE,Patch for Purists,_31613220112233318067,Imperial,Male,Carnius Magius,East Empire Company,2,"Actually, you can make yourself useful, Steward. It's a menial task, but it needs to be done. I've spent a great deal of money ensuring that supplies are delivered from the mainland, and I'd like you to go make sure everything is in order. The supply ship arrived this morning according to my schedule. Get me a copy of the shipping manifest from Falco, will you? On your way, then."
FALSE,FALSE,Patch for Purists,_31613220112233318067,Imperial,Male,Carnius Magius,East Empire Company,3,"Actually, you can make yourself useful, Fixer. It's a menial task, but it needs to be done. I've spent a great deal of money ensuring that supplies are delivered from the mainland, and I'd like you to go make sure everything is in order. The supply ship arrived this morning according to my schedule. Get me a copy of the shipping manifest from Falco, will you? On your way, then."
FALSE,FALSE,Patch for Purists,_31613220112233318067,Imperial,Male,Carnius Magius,East Empire Company,4,"Actually, you can make yourself useful, Agent. It's a menial task, but it needs to be done. I've spent a great deal of money ensuring that supplies are delivered from the mainland, and I'd like you to go make sure everything is in order. The supply ship arrived this morning according to my schedule. Get me a copy of the shipping manifest from Falco, will you? On your way, then."
FALSE,FALSE,Patch for Purists,_31613220112233318067,Imperial,Male,Carnius Magius,East Empire Company,5,"Actually, you can make yourself useful, Negotiator. It's a menial task, but it needs to be done. I've spent a great deal of money ensuring that supplies are delivered from the mainland, and I'd like you to go make sure everything is in order. The supply ship arrived this morning according to my schedule. Get me a copy of the shipping manifest from Falco, will you? On your way, then."
